timestamp,exchange,open,high,low,close,volume,trade_count,vwap
2022-12-01 06:00:00+00:00,BNCU,1282.46,1282.96,1282.46,1282.6,3.3118,8,1282.7865296214
2022-12-01 06:00:00+00:00,CBSE,1282.4,1283.24,1282.02,1282.76,306.31912272,293,1282.6631635116
2022-12-01 06:00:00+00:00,ERSX,1282.44,1282.44,1282.44,1282.44,0.99,1,1282.44
2022-12-01 06:01:00+00:00,BNCU,1283.09,1283.2,1282.77,1283.2,0.66056,5,1283.1486570486
2022-12-01 06:01:00+00:00,CBSE,1282.68,1283.26,1282.43,1283.18,66.69870607,125,1282.8618953771
2022-12-01 06:02:00+00:00,CBSE,1283.09,1283.27,1282.68,1282.92,125.49493882,178,1282.9557824223
2022-12-01 06:03:00+00:00,BNCU,1282.44,1282.44,1282.39,1282.43,0.1406,3,1282.4256358464
2022-12-01 06:03:00+00:00,CBSE,1283.07,1283.07,1281.85,1282.14,180.88132328,215,1282.3358252906
2022-12-01 06:04:00+00:00,BNCU,1282.32,1282.93,1282.32,1282.93,0.3879,2,1282.918740397
2022-12-01 06:04:00+00:00,CBSE,1281.98,1282.88,1281.79,1282.44,75.88757613,136,1282.4247279765
2022-12-01 06:05:00+00:00,BNCU,1283.1,1283.69,1283.1,1283.68,4.79651,7,1283.407516069
2022-12-01 06:05:00+00:00,CBSE,1282.44,1283.94,1282.25,1283.7,230.61588477,231,1283.3336848798
2022-12-01 06:06:00+00:00,BNCU,1283.78,1283.99,1283.41,1283.41,7.02639,8,1283.9250115493
2022-12-01 06:06:00+00:00,CBSE,1283.53,1284.1,1283.07,1283.49,152.82228775,166,1283.5391154481
2022-12-01 06:07:00+00:00,BNCU,1283.66,1283.66,1283.66,1283.66,0.03881,1,1283.66
2022-12-01 06:07:00+00:00,CBSE,1283.49,1283.78,1283.17,1283.46,93.64455793,167,1283.3730650978
2022-12-01 06:08:00+00:00,BNCU,1283.77,1283.77,1283.58,1283.61,0.07569,4,1283.6592138988
2022-12-01 06:08:00+00:00,CBSE,1283.37,1283.49,1283.23,1283.34,212.76660736,231,1283.4083339685
2022-12-01 06:09:00+00:00,BNCU,1283.78,1283.78,1283.56,1283.56,0.24656,2,1283.6015444517
2022-12-01 06:09:00+00:00,CBSE,1283.49,1283.49,1282.95,1283.19,495.96297615,393,1283.3784075585
2022-12-01 06:10:00+00:00,BNCU,1283.34,1283.34,1283.34,1283.34,0.01941,1,1283.34
2022-12-01 06:10:00+00:00,CBSE,1283.34,1283.46,1283.0,1283.16,100.61732537,132,1283.2212045392
2022-12-01 06:11:00+00:00,BNCU,1283.48,1283.72,1283.48,1283.72,0.13199,2,1283.6917614971
2022-12-01 06:11:00+00:00,CBSE,1283.0,1283.57,1282.98,1283.21,203.2596586,191,1283.3626442522
2022-12-01 06:12:00+00:00,BNCU,1283.3,1283.47,1283.3,1283.34,1.52407,5,1283.3796329565
2022-12-01 06:12:00+00:00,CBSE,1283.07,1283.45,1282.5,1282.71,244.84401275,196,1282.8639899798
2022-12-01 06:13:00+00:00,BNCU,1283.36,1283.36,1282.52,1282.52,0.73831,3,1282.9247043925
2022-12-01 06:13:00+00:00,CBSE,1282.73,1283.15,1282.65,1282.72,111.88118898,159,1282.8472148287
2022-12-01 06:14:00+00:00,BNCU,1282.52,1283.14,1282.52,1283.14,1.70834,7,1282.7412798389
2022-12-01 06:14:00+00:00,CBSE,1282.88,1283.31,1282.56,1282.99,90.64234902,137,1282.9151994478
2022-12-01 06:14:00+00:00,ERSX,1283.18,1283.18,1283.18,1283.18,12.46,1,1283.18
2022-12-01 06:15:00+00:00,BNCU,1283.18,1283.19,1283.18,1283.19,0.09552,2,1283.183718593
2022-12-01 06:15:00+00:00,CBSE,1283.08,1283.51,1282.64,1282.91,237.78703498,221,1283.0381172254
2022-12-01 06:16:00+00:00,BNCU,1283.01,1283.26,1282.83,1282.83,10.88137,8,1283.1542031472
2022-12-01 06:16:00+00:00,CBSE,1282.92,1283.56,1282.49,1283.43,175.72822734,369,1282.8989874822
2022-12-01 06:16:00+00:00,ERSX,1283.27,1283.27,1283.27,1283.27,1.0,1,1283.27
2022-12-01 06:17:00+00:00,BNCU,1283.31,1283.31,1282.29,1282.29,7.00282,7,1282.4447964391
2022-12-01 06:17:00+00:00,CBSE,1283.46,1283.54,1282.57,1282.99,177.22352419,326,1283.0905409391
2022-12-01 06:18:00+00:00,BNCU,1283.12,1283.48,1282.57,1283.48,1.01971,4,1283.0475100764
2022-12-01 06:18:00+00:00,CBSE,1282.98,1283.62,1282.71,1282.95,187.3017186,227,1283.0986484438
2022-12-01 06:18:00+00:00,ERSX,1282.95,1282.95,1282.95,1282.95,1.0,1,1282.95
2022-12-01 06:19:00+00:00,BNCU,1282.96,1283.46,1282.96,1283.46,0.19968,4,1283.4086608574
2022-12-01 06:19:00+00:00,CBSE,1282.95,1283.46,1282.68,1283.46,49.20049727,129,1282.9788976694
2022-12-01 06:20:00+00:00,BNCU,1283.66,1283.66,1283.54,1283.54,2.2522,5,1283.6538363822
2022-12-01 06:20:00+00:00,CBSE,1283.38,1283.68,1283.24,1283.33,169.73372876,182,1283.4547628591
2022-12-01 06:21:00+00:00,BNCU,1283.54,1283.54,1283.54,1283.54,0.22418,1,1283.54
2022-12-01 06:21:00+00:00,CBSE,1283.5,1283.64,1282.91,1283.19,173.45723119,180,1283.2822599438
2022-12-01 06:22:00+00:00,CBSE,1283.2,1283.39,1283.04,1283.1,32.72006531,83,1283.1515245978
2022-12-01 06:23:00+00:00,BNCU,1283.0,1283.01,1283.0,1283.01,0.5,3,1283.0066668
2022-12-01 06:23:00+00:00,CBSE,1283.08,1283.29,1282.85,1283.02,46.98791953,136,1283.0531961115
2022-12-01 06:24:00+00:00,BNCU,1283.13,1283.13,1283.13,1283.13,0.44738,2,1283.13
2022-12-01 06:24:00+00:00,CBSE,1283.02,1283.29,1282.93,1283.06,47.56538512,102,1283.1198033748
2022-12-01 06:25:00+00:00,BNCU,1283.08,1283.08,1282.67,1282.77,1.62217,4,1282.9430256385
2022-12-01 06:25:00+00:00,CBSE,1283.02,1283.52,1282.93,1283.27,137.23776414,179,1283.2609268467
2022-12-01 06:26:00+00:00,BNCU,1283.02,1283.69,1283.02,1283.4,4.84591,8,1283.5849448091
2022-12-01 06:26:00+00:00,CBSE,1283.42,1284.09,1283.05,1283.46,247.54865094,289,1283.5477270121
2022-12-01 06:26:00+00:00,ERSX,1283.19,1283.19,1282.17,1282.98,143.31,11,1282.8996398138
2022-12-01 06:27:00+00:00,BNCU,1283.58,1283.58,1283.58,1283.58,0.00716,1,1283.58
2022-12-01 06:27:00+00:00,CBSE,1283.46,1283.94,1283.21,1283.67,137.73860349,174,1283.4994869465
2022-12-01 06:28:00+00:00,BNCU,1283.58,1283.58,1283.58,1283.58,0.77907,1,1283.58
2022-12-01 06:28:00+00:00,CBSE,1283.67,1283.92,1283.33,1283.76,171.25138412,263,1283.5904997735
2022-12-01 06:29:00+00:00,BNCU,1283.59,1283.59,1283.59,1283.59,2.0,1,1283.59
2022-12-01 06:29:00+00:00,CBSE,1283.75,1283.86,1283.11,1283.46,151.22461767,217,1283.5679104323
2022-12-01 06:30:00+00:00,BNCU,1283.65,1283.65,1283.18,1283.18,0.46379,2,1283.1957379417
2022-12-01 06:30:00+00:00,CBSE,1283.44,1284.28,1283.24,1283.78,158.64881315,170,1283.7616664711
2022-12-01 06:30:00+00:00,ERSX,1283.73,1283.73,1283.73,1283.73,0.99,1,1283.73
2022-12-01 06:31:00+00:00,BNCU,1283.5,1283.51,1283.5,1283.51,0.04232,2,1283.5055245747
2022-12-01 06:31:00+00:00,CBSE,1283.73,1283.77,1283.17,1283.43,68.84510159,151,1283.4834850408
2022-12-01 06:32:00+00:00,BNCU,1283.01,1283.5,1283.01,1283.5,0.81757,2,1283.2434717517
2022-12-01 06:32:00+00:00,CBSE,1283.42,1283.87,1282.81,1283.37,237.54307998,274,1283.3727911402
2022-12-01 06:33:00+00:00,BNCU,1282.77,1282.77,1282.77,1282.77,0.01948,1,1282.77
2022-12-01 06:33:00+00:00,CBSE,1283.22,1283.36,1282.55,1282.85,154.97856641,228,1282.9369208393
2022-12-01 06:33:00+00:00,ERSX,1282.86,1282.86,1282.86,1282.86,1.0,1,1282.86
2022-12-01 06:34:00+00:00,BNCU,1283.02,1283.02,1282.7,1283.02,0.56,3,1282.9285714286
2022-12-01 06:34:00+00:00,CBSE,1282.84,1283.24,1282.68,1283.21,41.04451874,97,1282.9173042145
2022-12-01 06:35:00+00:00,CBSE,1283.08,1283.28,1282.61,1282.78,47.60833624,116,1282.9453895746
2022-12-01 06:36:00+00:00,BNCU,1282.91,1282.94,1282.91,1282.91,0.53185,3,1282.931434615
2022-12-01 06:36:00+00:00,CBSE,1282.75,1283.4,1282.29,1283.38,204.26826271,208,1282.7294704663
2022-12-01 06:36:00+00:00,ERSX,1283.06,1283.19,1283.06,1283.19,2.0,2,1283.125
2022-12-01 06:37:00+00:00,BNCU,1283.37,1283.44,1283.37,1283.44,0.03823,3,1283.3815171331
2022-12-01 06:37:00+00:00,CBSE,1283.22,1283.3,1282.95,1283.25,42.31386682,134,1283.1012722199
2022-12-01 06:38:00+00:00,BNCU,1283.33,1283.49,1283.02,1283.02,10.03237,13,1283.3827032595
2022-12-01 06:38:00+00:00,CBSE,1283.24,1283.24,1282.55,1283.06,70.70828388,329,1282.8209197583
2022-12-01 06:39:00+00:00,BNCU,1283.0,1283.0,1282.93,1282.93,0.01858,2,1282.9569752422
2022-12-01 06:39:00+00:00,CBSE,1283.16,1283.16,1282.6,1282.94,82.50825135,226,1282.8843569538
2022-12-01 06:39:00+00:00,ERSX,1282.99,1282.99,1282.99,1282.99,1.0,1,1282.99
2022-12-01 06:40:00+00:00,BNCU,1282.93,1283.06,1282.47,1282.98,1.83645,7,1283.0235959051
2022-12-01 06:40:00+00:00,CBSE,1282.93,1283.41,1282.44,1283.17,227.95956815,357,1283.010145783
2022-12-01 06:41:00+00:00,BNCU,1283.25,1283.25,1283.25,1283.25,0.01561,1,1283.25
2022-12-01 06:41:00+00:00,CBSE,1283.2,1283.91,1283.02,1283.82,123.18607352,227,1283.392457618
2022-12-01 06:41:00+00:00,ERSX,1283.13,1283.13,1283.13,1283.13,1.0,1,1283.13
2022-12-01 06:42:00+00:00,BNCU,1283.94,1283.94,1283.71,1283.71,0.40779,2,1283.935606317
2022-12-01 06:42:00+00:00,CBSE,1283.68,1284.11,1283.33,1283.9,147.88969982,264,1283.8241314122
2022-12-01 06:43:00+00:00,BNCU,1284.14,1284.14,1284.14,1284.14,0.06134,1,1284.14
2022-12-01 06:43:00+00:00,CBSE,1283.76,1284.41,1283.76,1284.29,115.13338088,269,1284.1173136972
2022-12-01 06:44:00+00:00,BNCU,1284.56,1284.67,1284.56,1284.67,0.46763,3,1284.5740643244
2022-12-01 06:44:00+00:00,CBSE,1284.32,1284.72,1284.03,1284.5,172.1218502,446,1284.4397381156
2022-12-01 06:45:00+00:00,BNCU,1284.36,1284.36,1284.36,1284.36,0.78,1,1284.36
2022-12-01 06:45:00+00:00,CBSE,1284.58,1284.73,1284.01,1284.25,199.79477817,313,1284.4061067645
2022-12-01 06:46:00+00:00,BNCU,1284.72,1284.81,1284.72,1284.81,0.04703,2,1284.7391175845
2022-12-01 06:46:00+00:00,CBSE,1284.19,1285.3,1284.19,1284.79,141.10048023,246,1284.8271443582
2022-12-01 06:46:00+00:00,ERSX,1284.45,1284.45,1284.45,1284.45,0.1,1,1284.45
2022-12-01 06:47:00+00:00,BNCU,1284.88,1285.02,1284.88,1285.02,0.39666,3,1284.9442046085
2022-12-01 06:47:00+00:00,CBSE,1284.73,1285.27,1284.61,1284.83,127.91334485,294,1284.9581844775
2022-12-01 06:48:00+00:00,BNCU,1284.58,1285.02,1284.58,1285.02,0.13206,2,1284.6038558231
2022-12-01 06:48:00+00:00,CBSE,1284.83,1285.06,1284.36,1284.38,79.77437383,296,1284.8069554274
2022-12-01 06:49:00+00:00,BNCU,1284.72,1284.72,1284.72,1284.72,0.01432,2,1284.72
2022-12-01 06:49:00+00:00,CBSE,1284.37,1284.92,1284.28,1284.72,54.18376754,190,1284.5749691176
2022-12-01 06:50:00+00:00,BNCU,1284.72,1285.25,1284.72,1285.25,1.0439,3,1284.7983283839
2022-12-01 06:50:00+00:00,CBSE,1284.79,1285.78,1284.65,1285.67,174.05071936,378,1285.0763248939
2022-12-01 06:50:00+00:00,ERSX,1285.67,1285.67,1285.67,1285.67,1.0,1,1285.67
2022-12-01 06:51:00+00:00,BNCU,1285.55,1285.62,1285.42,1285.42,0.08672,5,1285.577584179
2022-12-01 06:51:00+00:00,CBSE,1285.66,1286.02,1285.07,1285.09,179.36933332,370,1285.5866589816
2022-12-01 06:51:00+00:00,ERSX,1285.26,1285.26,1285.25,1285.25,2.0,2,1285.255
2022-12-01 06:52:00+00:00,BNCU,1285.42,1285.42,1285.23,1285.27,1.05308,4,1285.4112390322
2022-12-01 06:52:00+00:00,CBSE,1285.23,1285.45,1284.96,1285.01,49.94211634,268,1285.1359168855
2022-12-01 06:53:00+00:00,BNCU,1284.91,1284.91,1284.74,1284.74,5.65008,6,1284.7804617988
2022-12-01 06:53:00+00:00,CBSE,1285.09,1285.21,1284.36,1284.47,107.9526166,347,1284.8236735124
2022-12-01 06:54:00+00:00,BNCU,1285.11,1285.11,1285.11,1285.11,0.16,1,1285.11
2022-12-01 06:54:00+00:00,CBSE,1284.43,1285.69,1284.43,1284.91,249.92095804,311,1285.1940231807
2022-12-01 06:54:00+00:00,ERSX,1285.31,1285.31,1285.31,1285.31,1.0,1,1285.31
2022-12-01 06:55:00+00:00,CBSE,1284.9,1285.32,1284.84,1285.01,89.49636967,213,1285.0644233689
2022-12-01 06:56:00+00:00,BNCU,1285.11,1285.11,1284.5,1284.5,2.07428,4,1284.6548126579
2022-12-01 06:56:00+00:00,CBSE,1285.12,1285.21,1284.14,1284.14,121.4520746,371,1284.5323899833
2022-12-01 06:57:00+00:00,BNCU,1284.29,1284.29,1284.29,1284.29,0.02814,1,1284.29
2022-12-01 06:57:00+00:00,CBSE,1284.12,1284.35,1283.79,1284.05,120.63444425,349,1284.1062299535
2022-12-01 06:58:00+00:00,BNCU,1283.97,1283.97,1283.97,1283.97,0.0388,1,1283.97
2022-12-01 06:58:00+00:00,CBSE,1283.97,1284.27,1283.68,1284.19,131.12961779,230,1284.0101494518
2022-12-01 06:59:00+00:00,BNCU,1284.07,1284.07,1284.07,1284.07,0.07761,1,1284.07
2022-12-01 06:59:00+00:00,CBSE,1283.99,1284.4,1283.94,1284.34,65.25346781,229,1284.2041983494
2022-12-01 07:00:00+00:00,BNCU,1284.5,1284.5,1284.06,1284.06,1.02379,2,1284.2322411823
2022-12-01 07:00:00+00:00,CBSE,1284.32,1284.83,1283.85,1284.29,356.12209197,456,1284.3678837441
2022-12-01 07:01:00+00:00,BNCU,1284.42,1284.46,1284.15,1284.15,0.91532,3,1284.4484995411
2022-12-01 07:01:00+00:00,CBSE,1284.28,1284.76,1284.08,1284.27,158.32841201,246,1284.4246406717
2022-12-01 07:01:00+00:00,ERSX,1284.55,1284.55,1284.55,1284.55,0.2,1,1284.55
2022-12-01 07:02:00+00:00,BNCU,1284.13,1284.51,1284.13,1284.51,0.40794,2,1284.4923572094
2022-12-01 07:02:00+00:00,CBSE,1284.26,1284.61,1284.19,1284.33,67.0758132,296,1284.3587194517
2022-12-01 07:03:00+00:00,BNCU,1283.89,1283.89,1283.65,1283.65,2.62353,4,1283.885672853
2022-12-01 07:03:00+00:00,CBSE,1284.35,1284.47,1283.48,1283.53,159.22036423,439,1283.8854839596
2022-12-01 07:04:00+00:00,BNCU,1283.58,1283.58,1282.83,1283.1,0.76306,7,1283.0233140251
2022-12-01 07:04:00+00:00,CBSE,1283.54,1283.62,1282.96,1283.12,220.18038173,428,1283.3574315984
2022-12-01 07:05:00+00:00,BNCU,1282.74,1282.74,1282.74,1282.74,0.00779,1,1282.74
2022-12-01 07:05:00+00:00,CBSE,1283.12,1283.28,1282.88,1283.15,92.42710304,277,1283.074903087
2022-12-01 07:06:00+00:00,BNCU,1282.84,1282.84,1281.85,1281.85,1.94875,9,1282.1800126235
2022-12-01 07:06:00+00:00,CBSE,1283.05,1283.09,1282.05,1282.47,213.22143481,440,1282.6028237465
2022-12-01 07:06:00+00:00,ERSX,1282.34,1282.34,1282.34,1282.34,1.0,1,1282.34
2022-12-01 07:07:00+00:00,BNCU,1282.39,1282.47,1281.85,1281.85,0.85767,4,1282.3869757599
2022-12-01 07:07:00+00:00,CBSE,1282.33,1282.49,1281.45,1281.7,417.52636806,503,1281.9590598771
2022-12-01 07:07:00+00:00,ERSX,1282.09,1282.09,1282.09,1282.09,12.47,1,1282.09
2022-12-01 07:08:00+00:00,BNCU,1281.99,1281.99,1281.58,1281.58,5.23587,5,1281.640305317
2022-12-01 07:08:00+00:00,CBSE,1281.76,1282.19,1281.49,1281.68,369.05502784,456,1281.9417621933
2022-12-01 07:09:00+00:00,BNCU,1282.33,1282.33,1282.33,1282.33,0.00716,1,1282.33
2022-12-01 07:09:00+00:00,CBSE,1281.68,1282.81,1281.68,1282.15,185.56125696,375,1282.264218982
2022-12-01 07:09:00+00:00,ERSX,1282.04,1282.39,1282.04,1282.39,2.0,2,1282.215
2022-12-01 07:10:00+00:00,BNCU,1281.89,1282.37,1281.89,1282.0,0.65906,3,1281.9045698419
2022-12-01 07:10:00+00:00,CBSE,1282.24,1282.33,1281.76,1282.08,118.47090714,319,1282.0429122264
2022-12-01 07:10:00+00:00,ERSX,1282.04,1282.04,1282.0,1282.0,2.0,2,1282.02
2022-12-01 07:11:00+00:00,BNCU,1282.01,1282.01,1280.6,1281.4,5.74469,10,1280.9561950775
